Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID1086,Authenticity check: QID1150,Authenticity check: QID1152,Authenticity check: QID1153,Authenticity check: QID1322913324,Authenticity check: QID444,Authenticity check: QID447,Authenticity check: Bots
APPROVED,Not Applicable,2026-05-18T20:45:01.505000Z,2026-05-19T14:44:45.931000Z,2026-05-19T14:44:46.454000Z,2026-05-19T14:44:46.612262Z,64785.0,Manual Completion,282,English,64,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:05.962000Z,2026-05-18T21:03:03.423000Z,2026-05-19T14:43:45.098000Z,2026-05-18T21:03:03.967580Z,1618.0,CDT15VVH,6319,English,27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:02.528000Z,2026-05-18T21:06:40.177000Z,2026-05-19T14:43:45.421000Z,2026-05-18T21:06:40.638502Z,1838.0,CDT15VVH,945,English,28,Female,Black,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:11.531000Z,2026-05-18T21:09:24.917000Z,2026-05-19T14:43:45.716000Z,2026-05-18T21:09:25.364417Z,1994.0,CDT15VVH,858,English,35,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:00.379000Z,2026-05-18T20:56:54.976000Z,2026-05-19T14:43:46.036000Z,2026-05-18T20:56:55.473060Z,1255.0,CDT15VVH,841,"English, Spanish",26,Female,White,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:02.146000Z,2026-05-18T21:01:44.678000Z,2026-05-19T14:43:46.369000Z,2026-05-18T21:01:45.191057Z,1543.0,CDT15VVH,23,"Armenian, English",20,Female,Other,United States,United States,Armenia,Armenian,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:46.484000Z,2026-05-18T20:54:48.706000Z,2026-05-19T14:43:46.647000Z,2026-05-18T20:54:49.644543Z,1083.0,CDT15VVH,415,English,27,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:03.531000Z,2026-05-18T20:54:03.285000Z,2026-05-19T14:43:46.926000Z,2026-05-18T20:54:03.739113Z,1080.0,CDT15VVH,398,English,25,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:08.237000Z,,,2026-05-19T13:36:54.938521Z,,,8,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:35:59.032000Z,2026-05-18T21:01:58.226000Z,2026-05-19T14:43:47.235000Z,2026-05-18T21:01:58.682211Z,1560.0,CDT15VVH,692,English,30,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:04.186000Z,2026-05-18T21:05:18.648000Z,2026-05-19T14:43:47.541000Z,2026-05-18T21:05:19.114711Z,1755.0,CDT15VVH,81,"English, Spanish",34,Female,Other,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:44:42.997000Z,2026-05-18T21:11:35.594000Z,2026-05-19T14:43:47.820000Z,2026-05-18T21:11:36.030616Z,1613.0,CDT15VVH,30,English,18,Male,White,United States,United States,DATA_EXPIRED,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:08.965000Z,2026-05-18T21:22:34.916000Z,2026-05-19T14:43:48.088000Z,2026-05-18T21:22:35.372222Z,2786.0,CDT15VVH,13,"English, Spanish",25,Female,Other,United States,United States,United States,Spanish,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:05.103000Z,2026-05-18T20:58:05.376000Z,2026-05-19T14:43:48.385000Z,2026-05-18T20:58:05.811772Z,1321.0,CDT15VVH,682,English,33,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:06.839000Z,,,2026-05-19T13:36:54.940997Z,,,18536,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:37:17.108000Z,,,2026-05-19T13:36:54.941193Z,,,3072,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:40.066000Z,2026-05-18T20:59:23.192000Z,2026-05-19T14:43:48.665000Z,2026-05-18T20:59:23.746130Z,1364.0,CDT15VVH,2036,English,35,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
TIMED-OUT,Not Applicable,2026-05-18T20:36:10.043000Z,,,2026-05-19T13:36:54.942914Z,61245.0,,522,"English, Spanish, French, Portuguese, German",35,Male,Mixed,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:09.497000Z,2026-05-18T20:55:17.042000Z,2026-05-19T14:43:48.925000Z,2026-05-18T20:55:17.476426Z,1148.0,CDT15VVH,1844,English,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:12.050000Z,2026-05-18T21:05:14.822000Z,2026-05-19T14:43:49.230000Z,2026-05-18T21:05:15.229569Z,1743.0,CDT15VVH,1115,English,59,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:36:06.835000Z,,,2026-05-19T13:36:54.950078Z,,,7929,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:43:30.562000Z,2026-05-18T21:23:56.189000Z,2026-05-19T14:43:49.491000Z,2026-05-18T21:23:56.627320Z,2426.0,CDT15VVH,15,English,45,Male,Black,Nigeria,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:39:33.719000Z,2026-05-18T21:30:32.706000Z,2026-05-19T14:43:49.795000Z,2026-05-18T21:30:33.133133Z,3059.0,CDT15VVH,153,English,46,Female,Black,United States,United States,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:12.477000Z,2026-05-18T20:58:46.583000Z,2026-05-19T14:43:50.082000Z,2026-05-18T20:58:46.992622Z,1355.0,CDT15VVH,726,"English, Thai",32,Female,Asian,Thailand,United States,United States,Thai,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:32.993000Z,2026-05-18T21:22:47.593000Z,2026-05-19T14:43:50.382000Z,2026-05-18T21:22:48.024324Z,2775.0,CDT15VVH,81,English,22,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:45:06.261000Z,2026-05-18T21:16:53.965000Z,2026-05-19T14:43:50.648000Z,2026-05-18T21:16:54.394695Z,1908.0,CDT15VVH,1367,English,35,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:10.787000Z,2026-05-18T21:15:00.856000Z,2026-05-19T14:43:50.917000Z,2026-05-18T21:15:01.360637Z,2331.0,CDT15VVH,582,English,44,Female,Black,United States,United States,DATA_EXPIRED,English,No,Part-Time,N/A,Pass,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:10.808000Z,2026-05-18T21:01:07.944000Z,2026-05-19T14:43:51.199000Z,2026-05-18T21:01:08.334505Z,1498.0,CDT15VVH,12476,"Spanish, English, Hungarian",52,Female,White,Ukraine,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:40:24.995000Z,2026-05-18T21:21:44.684000Z,2026-05-19T14:43:51.467000Z,2026-05-18T21:21:45.113032Z,2480.0,CDT15VVH,6774,English,50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:14.106000Z,2026-05-18T21:01:42.013000Z,2026-05-19T14:43:51.730000Z,2026-05-18T21:01:42.441351Z,1528.0,CDT15VVH,70,English,54,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:57.390000Z,2026-05-18T21:10:17.504000Z,2026-05-19T14:43:52.038000Z,2026-05-18T21:10:17.917981Z,2001.0,CDT15VVH,1476,English,32,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:11.077000Z,2026-05-18T20:57:56.497000Z,2026-05-19T14:43:52.334000Z,2026-05-18T20:57:57.436222Z,1306.0,CDT15VVH,424,"English, Spanish",42,Male,Mixed,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:15.687000Z,2026-05-18T21:00:20.725000Z,2026-05-19T14:43:52.603000Z,2026-05-18T21:00:21.117669Z,1446.0,CDT15VVH,102,"English, Greek",42,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:21.405000Z,2026-05-18T21:20:09.845000Z,2026-05-19T14:43:52.895000Z,2026-05-18T21:20:10.293957Z,2629.0,CDT15VVH,3123,English,44,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Fail,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:11.050000Z,2026-05-18T21:14:11.780000Z,2026-05-19T14:43:53.193000Z,2026-05-18T21:14:12.210864Z,2281.0,CDT15VVH,1117,English,41,Male,Asian,Hong Kong,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:43:55.346000Z,,,2026-05-19T13:36:54.947029Z,,,990,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:36:28.202000Z,,,2026-05-19T13:36:54.957350Z,,,72,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:17.341000Z,2026-05-18T21:00:12.082000Z,2026-05-19T14:43:53.482000Z,2026-05-18T21:00:12.502647Z,1435.0,CDT15VVH,12,English,22,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Fail,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:20.776000Z,2026-05-18T21:09:34.415000Z,2026-05-19T14:43:53.787000Z,2026-05-18T21:09:34.834266Z,1994.0,CDT15VVH,12,English,45,Female,Asian,Philippines,United States,Philippines,Tagalog-Filipino,No,Unemployed (and job seeking),N/A,Pass,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:13.408000Z,2026-05-18T21:06:09.339000Z,2026-05-19T14:43:54.072000Z,2026-05-18T21:06:09.842675Z,1796.0,CDT15VVH,10974,English,63,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:15.085000Z,2026-05-18T20:56:24.625000Z,2026-05-19T14:43:54.333000Z,2026-05-18T20:56:25.025566Z,1210.0,CDT15VVH,441,English,37,Female,Mixed,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:24.735000Z,2026-05-18T21:07:48.167000Z,2026-05-19T14:43:55.247000Z,2026-05-18T21:07:48.571301Z,1884.0,CDT15VVH,281,"Swahili, English",47,Male,Black,Kenya,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:18.258000Z,2026-05-18T21:02:32.093000Z,2026-05-19T14:43:55.542000Z,2026-05-18T21:02:32.503981Z,1574.0,CDT15VVH,116,"English, Spanish",21,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:16.150000Z,2026-05-18T20:54:42.379000Z,2026-05-19T14:43:55.837000Z,2026-05-18T20:54:42.842917Z,1107.0,CDT15VVH,31,English,33,Male,Asian,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:24.481000Z,2026-05-18T21:04:13.912000Z,2026-05-19T14:43:56.147000Z,2026-05-18T21:04:14.304395Z,1670.0,NOCODE,2961,"Afrikaans, English, French, Swahili",35,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:20.394000Z,2026-05-18T20:54:48.528000Z,2026-05-19T14:43:56.431000Z,2026-05-18T20:54:48.969827Z,1109.0,CDT15VVH,5,English,31,Male,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:41.599000Z,2026-05-18T20:59:13.312000Z,2026-05-19T14:43:56.739000Z,2026-05-18T20:59:13.766014Z,1352.0,CDT15VVH,257,English,39,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:17.570000Z,2026-05-18T20:48:10.420000Z,2026-05-19T14:43:57.041000Z,2026-05-18T20:48:10.895076Z,713.0,CDT15VVH,638,English,27,Female,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:20.435000Z,2026-05-18T20:54:30.320000Z,2026-05-19T14:43:57.337000Z,2026-05-18T20:54:30.738189Z,1090.0,CDT15VVH,314,English,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:17.854000Z,2026-05-18T21:01:34.193000Z,2026-05-19T14:43:57.623000Z,2026-05-18T21:01:34.676308Z,1517.0,CDT15VVH,602,English,43,Male,White,United States,United States,United States,English,No,Other,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:19.862000Z,2026-05-18T20:55:01.122000Z,2026-05-19T14:43:57.922000Z,2026-05-18T20:55:01.576257Z,1122.0,CDT15VVH,5,English,23,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:22.596000Z,2026-05-18T20:55:49.160000Z,2026-05-19T14:43:58.188000Z,2026-05-18T20:55:49.574567Z,1167.0,CDT15VVH,2781,English,33,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:28.035000Z,2026-05-18T21:08:55.574000Z,2026-05-19T14:43:58.471000Z,2026-05-18T21:08:56.079873Z,1948.0,CDT15VVH,1549,English,45,Male,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:20.571000Z,2026-05-18T21:16:04.788000Z,2026-05-19T14:43:58.762000Z,2026-05-18T21:16:05.242848Z,2385.0,CDT15VVH,5976,English,33,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,,,,2026-05-19T13:36:54.949493Z,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:28.374000Z,2026-05-18T21:11:35.536000Z,2026-05-19T14:43:59.081000Z,2026-05-18T21:11:35.980349Z,2108.0,CDT15VVH,5,English,38,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:19.753000Z,2026-05-18T21:13:12.212000Z,2026-05-19T14:43:59.348000Z,2026-05-18T21:13:12.611632Z,2213.0,CDT15VVH,1080,English,55,Male,Asian,China,United States,United States,Chinese,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:21.902000Z,2026-05-18T20:59:45.184000Z,2026-05-19T14:43:59.626000Z,2026-05-18T20:59:45.601647Z,1404.0,CDT15VVH,917,English,66,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:21.096000Z,2026-05-18T20:56:13.050000Z,2026-05-19T14:43:59.903000Z,2026-05-18T20:56:13.454933Z,1192.0,CDT15VVH,10289,"English, Khmer",50,Female,Asian,Philippines,United States,Cambodia,English,DATA_EXPIRED,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:23.078000Z,2026-05-18T21:02:25.645000Z,2026-05-19T14:44:00.187000Z,2026-05-18T21:02:26.073623Z,1563.0,CDT15VVH,66,English,37,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:27.944000Z,2026-05-18T21:06:37.297000Z,2026-05-19T14:44:00.443000Z,2026-05-18T21:06:37.719522Z,1810.0,CDT15VVH,209,English,50,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:21.788000Z,2026-05-18T20:59:07.839000Z,2026-05-19T14:44:00.733000Z,2026-05-18T20:59:08.290932Z,1367.0,CDT15VVH,149,English,34,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:23.243000Z,2026-05-18T21:11:35.709000Z,2026-05-19T14:44:00.999000Z,2026-05-18T21:11:36.283335Z,2113.0,CDT15VVH,4,"Spanish, English",27,Female,Other,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
APPROVED,Not Applicable,2026-05-18T20:36:19.089000Z,2026-05-18T21:16:40.580000Z,2026-05-19T14:44:01.280000Z,2026-05-18T21:16:40.997369Z,2422.0,CDT15VVH,57,English,30,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:37.022000Z,2026-05-18T21:11:40.737000Z,2026-05-19T14:44:01.590000Z,2026-05-18T21:11:41.187109Z,2104.0,CDT15VVH,720,English,35,Female,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:37:42.826000Z,2026-05-18T21:02:08.401000Z,2026-05-19T14:44:01.884000Z,2026-05-18T21:02:08.873711Z,1466.0,CDT15VVH,517,English,26,Male,Other,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:24.316000Z,2026-05-18T20:52:12.423000Z,2026-05-19T14:44:02.187000Z,2026-05-18T20:52:12.958174Z,949.0,CDT15VVH,84,English,34,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:36:25.719000Z,,,2026-05-19T13:36:54.951459Z,,,195,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:36:28.230000Z,2026-05-18T20:49:08.717000Z,2026-05-19T14:44:02.464000Z,2026-05-18T20:49:09.173997Z,761.0,CDT15VVH,525,English,28,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:49.912000Z,2026-05-18T21:02:51.058000Z,2026-05-19T14:44:02.745000Z,2026-05-18T21:02:51.505809Z,1562.0,CDT15VVH,1001,English,40,Male,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:11.619000Z,2026-05-18T21:21:27.252000Z,2026-05-19T14:44:03.036000Z,2026-05-18T21:21:27.665994Z,2596.0,CDT15VVH,451,English,40,Female,Prefer not to say,Canada,United States,United States,English,No,Due to start a new job within the next month,N/A,N/A,Pass,Pass,Pass,Pass,N/A,mixed
APPROVED,Not Applicable,2026-05-18T20:36:31.474000Z,2026-05-18T21:11:01.069000Z,2026-05-19T14:44:03.297000Z,2026-05-18T21:11:01.486316Z,2070.0,CDT15VVH,18,English,46,Male,Black,Ghana,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,N/A,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:25.694000Z,2026-05-18T20:57:12.151000Z,2026-05-19T14:44:03.562000Z,2026-05-18T20:57:12.605566Z,1247.0,CDT15VVH,1675,English,38,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:26.653000Z,2026-05-18T21:12:37.023000Z,2026-05-19T14:44:03.832000Z,2026-05-18T21:12:37.469206Z,2171.0,CDT15VVH,273,English,57,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:25.406000Z,2026-05-18T21:06:23.964000Z,2026-05-19T14:44:04.123000Z,2026-05-18T21:06:24.396978Z,1799.0,CDT15VVH,10702,English,51,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,Pass,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:27.186000Z,2026-05-18T21:00:34.432000Z,2026-05-19T14:44:04.413000Z,2026-05-18T21:00:34.945715Z,1448.0,CDT15VVH,932,English,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:38:15.698000Z,2026-05-18T20:58:35.952000Z,2026-05-19T14:44:04.753000Z,2026-05-18T20:58:36.403241Z,1221.0,CDT15VVH,3576,"English, German, Spanish",56,Male,Mixed,United States,United States,United States,English,No,Full-Time,N/A,Pass,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:37:01.117000Z,,,2026-05-19T13:36:54.952022Z,61194.0,,386,English,36,Female,Mixed,United States,United States,United States,English,Yes,Unemployed (and job seeking),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
APPROVED,Not Applicable,2026-05-18T20:42:31.669000Z,2026-05-18T21:03:43.333000Z,2026-05-19T14:44:05.073000Z,2026-05-18T21:03:43.810313Z,1272.0,CDT15VVH,570,English,40,Male,White,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:31.339000Z,2026-05-18T20:57:40.045000Z,2026-05-19T14:44:05.328000Z,2026-05-18T20:57:40.451195Z,1269.0,CDT15VVH,54,English,40,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
APPROVED,Not Applicable,2026-05-18T20:36:29.100000Z,2026-05-18T21:08:44.507000Z,2026-05-19T14:44:05.572000Z,2026-05-18T21:08:44.945814Z,1936.0,CDT15VVH,17,English,27,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
