Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,Authenticity check: QID1086,Authenticity check: QID1150,Authenticity check: QID1152,Authenticity check: QID1153,Authenticity check: QID1322913324,Authenticity check: QID444,Authenticity check: QID447,Authenticity check: Bots
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:52.441000Z,2026-05-18T21:14:33.267000Z,,2026-05-18T21:14:33.682744Z,2141,CDT15VVH,1363,English,39,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:38:56.647000Z,2026-05-18T21:37:28.566000Z,,2026-05-18T21:37:29.032916Z,3512,CDT15VVH,2,English,27,Female,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:39:09.937000Z,2026-05-18T21:10:46.821000Z,,2026-05-18T21:10:47.249801Z,1897,CDT15VVH,36,English,40,Male,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:39:23.669000Z,2026-05-18T21:03:05.424000Z,,2026-05-18T21:03:05.957724Z,1422,CDT15VVH,107,English,29,Male,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:39:33.719000Z,2026-05-18T21:30:32.706000Z,,2026-05-18T21:30:33.133133Z,3059,CDT15VVH,153,English,46,Female,Black,United States,United States,United Kingdom,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:39:35.337000Z,2026-05-18T21:13:25.926000Z,,2026-05-18T21:13:26.381673Z,2031,CDT15VVH,199,English,35,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:39:48.269000Z,2026-05-18T21:14:20.667000Z,,2026-05-18T21:14:21.087801Z,2073,CDT15VVH,78,"English, German, French",34,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:40:00.899000Z,2026-05-18T21:14:21.371000Z,,2026-05-18T21:14:21.802820Z,2061,CDT15VVH,246,English,26,Female,Mixed,Philippines,United States,Philippines,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
RETURNED,Not Applicable,2026-05-18T20:40:05.189000Z,,,,,,366,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:40:11.618000Z,2026-05-18T21:07:48.840000Z,,2026-05-18T21:07:49.296587Z,1658,CDT15VVH,298,English,29,Female,Asian,United States,United States,United States,Laotian,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:40:16.324000Z,2026-05-18T21:20:28.400000Z,,2026-05-18T21:20:28.843787Z,2413,CDT15VVH,3622,English,49,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,mixed
AWAITING REVIEW,Not Applicable,2026-05-18T20:40:24.995000Z,2026-05-18T21:21:44.684000Z,,2026-05-18T21:21:45.113032Z,2480,CDT15VVH,6774,English,50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:40:38.064000Z,2026-05-18T21:37:44.912000Z,,2026-05-18T21:37:45.331136Z,3427,CDT15VVH,4,"English, Spanish",25,Female,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:40:57.728000Z,2026-05-18T21:02:06.453000Z,,2026-05-18T21:02:06.889176Z,1269,CDT15VVH,5573,English,31,Male,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:41:01.508000Z,2026-05-18T21:39:59.548000Z,,2026-05-18T21:40:00.001769Z,3539,CDT15VVH,1362,English,22,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,N/A,N/A,Pass,Fail,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:41:32.768000Z,2026-05-18T21:20:34.806000Z,,2026-05-18T21:20:35.225491Z,2343,CDT15VVH,624,"French, English",53,Female,Mixed,France,United States,United States,French,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
RETURNED,Not Applicable,2026-05-18T20:41:45.680000Z,,,,,,18,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:42:02.063000Z,2026-05-18T21:32:07.466000Z,,2026-05-18T21:32:07.908287Z,3006,CDT15VVH,463,English,27,Male,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:42:31.669000Z,2026-05-18T21:03:43.333000Z,,2026-05-18T21:03:43.810313Z,1272,CDT15VVH,570,English,40,Male,White,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:42:42.992000Z,2026-05-18T21:14:58.389000Z,,2026-05-18T21:14:58.812421Z,1936,CDT15VVH,351,"English, Japanese",25,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:42:45.673000Z,2026-05-18T21:41:27.037000Z,,2026-05-18T21:41:27.496672Z,3522,CDT15VVH,31,"Swahili, English",42,Male,Black,Kenya,United States,United States,Swahili,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:43:30.562000Z,2026-05-18T21:23:56.189000Z,,2026-05-18T21:23:56.627320Z,2426,CDT15VVH,15,English,45,Male,Black,Nigeria,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:43:40.865000Z,,,,60794,,1126,English,26,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:43:55.346000Z,,,,,,990,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T20:44:18.951000Z,,,,,,15901,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:44:42.997000Z,2026-05-18T21:11:35.594000Z,,2026-05-18T21:11:36.030616Z,1613,CDT15VVH,30,English,18,Male,White,United States,United States,DATA_EXPIRED,English,Yes,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
TIMED-OUT,Not Applicable,2026-05-18T20:45:01.505000Z,,,,60713,,282,English,64,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:45:04.633000Z,2026-05-18T21:40:24.900000Z,,2026-05-18T21:40:25.335288Z,3321,CDT15VVH,3019,English,50,Female,Mixed,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:45:06.261000Z,2026-05-18T21:16:53.965000Z,,2026-05-18T21:16:54.394695Z,1908,CDT15VVH,1367,English,35,Male,Black,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T20:46:00.008000Z,,,,,,705,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T20:46:01.254000Z,2026-05-18T21:28:36.045000Z,,2026-05-18T21:28:36.490160Z,2555,CDT15VVH,70,English,27,Male,White,Cuba,United States,Cuba,Spanish,No,Part-Time,N/A,N/A,Pass,Pass,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:46:12.287000Z,2026-05-18T21:10:31.958000Z,,2026-05-18T21:10:32.372760Z,1460,CDT15VVH,202,English,26,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:47:56.083000Z,2026-05-18T21:16:01.266000Z,,2026-05-18T21:16:01.715186Z,1686,CDT15VVH,2435,"Spanish, English",38,Female,Other,United States,United States,Puerto Rico,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T20:50:16.810000Z,2026-05-18T21:11:09.149000Z,,2026-05-18T21:11:09.702085Z,1253,CDT15VVH,0,English,19,Female,White,United States,United States,DATA_EXPIRED,English,Yes,Other,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:00:29.554000Z,2026-05-18T21:15:37.162000Z,,2026-05-18T21:15:37.581620Z,908,CDT15VVH,5,"English, Hebrew",23,Female,Mixed,United States,United States,United States,English,Yes,Due to start a new job within the next month,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:01:23.548000Z,2026-05-18T21:18:57.630000Z,,2026-05-18T21:18:58.370272Z,1055,CDT15VVH,286,"English, French",25,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:02:25.718000Z,2026-05-18T21:37:45.762000Z,,2026-05-18T21:37:46.143191Z,2121,NOCODE,146,English,32,Female,White,United States,United States,United States,English,No,Part-Time,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,2026-05-18T21:06:13.167000Z,,,,,,820,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T21:12:11.789000Z,2026-05-18T21:56:59.263000Z,,2026-05-18T21:56:59.667516Z,2688,CDT15VVH,209,"Spanish, English",24,Male,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:29:34.540000Z,2026-05-18T22:03:07.881000Z,,2026-05-18T22:03:08.434179Z,2014,CDT15VVH,1548,"English, Spanish",29,Female,Mixed,United States,United States,United States,English,Yes,Full-Time,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:36:07.048000Z,2026-05-18T22:07:40.166000Z,,2026-05-18T22:07:40.613260Z,1894,CDT15VVH,6,English,25,Female,White,United States,United States,United States,English,Yes,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:36:43.665000Z,2026-05-18T21:50:40.761000Z,,2026-05-18T21:50:41.208825Z,838,CDT15VVH,16769,English,65,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:37:08.449000Z,2026-05-18T22:25:33.365000Z,,2026-05-18T22:25:33.824153Z,2905,CDT15VVH,4,English,48,Female,White,United States,United States,DATA_EXPIRED,English,No,Full-Time,N/A,N/A,Pass,Fail,Pass,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:37:14.853000Z,2026-05-18T22:19:32.882000Z,,2026-05-18T22:21:29.623929Z,2539,CDT15VVH,18,"English, Spanish",26,Female,Black,United States,United States,United States,English,No,Part-Time,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:38:03.992000Z,2026-05-18T22:16:53.398000Z,,2026-05-18T22:16:53.811494Z,2330,CDT15VVH,592,English,51,Male,White,United States,United States,United States,English,No,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:38:35.444000Z,2026-05-18T22:37:42.217000Z,,2026-05-18T22:37:42.790337Z,3547,CDT15VVH,3182,"English, Polish, Spanish",23,Female,White,United States,United States,Poland,Polish,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,N/A,high
RETURNED,Not Applicable,2026-05-18T21:39:42.967000Z,,,,,,7451,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AWAITING REVIEW,Not Applicable,2026-05-18T21:43:51.873000Z,2026-05-18T22:01:28.149000Z,,2026-05-18T22:01:28.580220Z,1057,CDT15VVH,8882,English,33,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,N/A,N/A,Pass,Pass,N/A,Pass,Pass,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:45:06.042000Z,2026-05-18T22:22:03.618000Z,,2026-05-18T22:22:04.041470Z,2218,CDT15VVH,3766,English,31,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking),N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
AWAITING REVIEW,Not Applicable,2026-05-18T21:45:37.399000Z,2026-05-18T22:06:47.071000Z,,2026-05-18T22:06:47.555180Z,1270,CDT15VVH,4054,English,48,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,N/A,N/A,Pass,Pass,Pass,Pass,N/A,high
RETURNED,Not Applicable,,,,2026-05-13T15:12:02.548419Z,,,2768,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,,,,2026-05-18T13:27:57.023322Z,,,7033,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,,,,2026-05-18T13:27:57.090265Z,,,7036,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
RETURNED,Not Applicable,,,,,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
